irradiance_Wm2;pv_power_kW;sky_state;inclinacion_°;temperatura_ambiental_°C;generacion_W
298,9;10,756;clear;20;20;54,87804
0;0;cloudy;45;30;0
173,6;3,557;clear;45;30;29,091888
4,6;0,283;clear;45;30;0,770868
243,8;8,91;cloudy;20;20;44,76168
76;2,725;clear;45;10;13,77576
435,8;17,238;clear;20;30;76,87512
873,1;33,31;clear;20;10;166,58748
796,3;29,902;clear;20;10;151,93404
0;0;clear;45;30;0
195,5;8,81;cloudy;20;30;34,4862
572,8;22,054;cloudy;20;20;105,16608
38,2;0;cloudy;20;30;6,73848
573,7;22,87;clear;20;20;105,33132
0;0;clear;20;20;0
0;0;clear;20;20;0
917;35,136;clear;20;20;168,3612
902,9;35,114;clear;20;30;159,27156
344,2;14,581;clear;45;10;62,389692
477,3;18,297;clear;45;30;79,985934
441,3;17,255;clear;45;10;79,990038
357,7;14,212;clear;45;10;64,836702
667,6;25,523;cloudy;45;20;116,442792
374,2;13,881;clear;45;10;67,827492
380,4;15,589;clear;45;20;66,349368
43;0,904;clear;45;20;7,50006
0;0;clear;45;30;0
539;18,126;clear;45;30;90,32562
233,6;10,704;clear;20;10;44,57088
343,9;13,821;clear;45;20;59,983038
72,5;1,081;cloudy;45;10;13,14135
123,9;4,207;clear;20;10;23,64012
381,2;13,387;cloudy;20;20;69,98832
315,6;13,813;cloudy;20;10;60,21648
130,5;4,061;cloudy;20;10;24,8994
1,6;1,248;clear;45;10;0,290016
107;4,022;clear;45;30;17,93106
745,5;29,355;clear;20;30;131,5062
734,5;27,063;clear;20;10;140,1426
88,7;2,412;clear;20;30;15,64668
807,4;34,076;clear;20;30;142,42536
578,3;24,179;clear;20;10;110,33964
329,4;12,363;cloudy;20;10;62,84952
136,7;4,088;clear;20;20;25,09812
636,2;22,349;clear;45;10;115,317612
521,1;20,138;clear;20;20;95,67396
59,7;2,665;clear;45;30;10,004526
0;0;cloudy;45;20;0
80,3;3,085;clear;20;30;14,16492
41,4;0,286;clear;45;30;6,937812
0;0;clear;45;10;0
104,9;5,417;clear;20;30;18,50436
299,8;10,421;clear;45;10;54,341748
1051,9;38,151;clear;45;20;183,472398
435,8;17,238;clear;45;30;73,031364
25,9;1,487;clear;45;20;4,517478
185,2;5,29;clear;45;20;32,302584
950;38,297;clear;20;20;174,42
636,2;22,349;clear;45;20;110,966004
103;4,075;clear;20;10;19,6524
698,3;25,218;clear;20;30;123,18012
900,8;35,172;clear;45;30;150,956064
660,1;26,093;clear;45;20;115,134642
306,8;12,521;clear;45;10;55,610568
41,9;0,513;cloudy;45;20;7,308198
98,6;4,881;clear;45;30;16,523388
38,3;1,141;clear;45;30;6,418314
0;0;clear;45;20;0
643,3;23,804;clear;20;20;118,10988
126,1;3,036;clear;45;30;21,131838
876,6;34,606;clear;20;30;154,63224
263,2;7,508;cloudy;45;10;47,707632
778,8;30,06;clear;45;20;135,838296
844,7;32,084;clear;45;30;141,554826
769,9;32,348;clear;45;30;129,019842
153;7,339;cloudy;45;20;26,68626
578,8;22,735;cloudy;20;10;110,43504
0;0;cloudy;20;20;0
0;0;cloudy;20;20;0
546,2;23,664;cloudy;20;20;100,28232
0;0;clear;45;20;0
334;15,701;cloudy;20;20;61,3224
401,4;18,077;clear;20;20;73,69704
701,1;26,12;cloudy;45;30;117,490338
136,7;4,088;clear;45;10;24,778242
7,4;0;clear;45;30;1,240092
764,4;29,897;clear;45;30;128,098152
0;0;cloudy;20;10;0
510,7;19,702;cloudy;20;20;93,76452
537;20,145;cloudy;45;20;93,66354
143,7;4,505;clear;20;20;26,38332
340,6;13,363;cloudy;45;30;57,077748
870,7;33,37;clear;45;10;157,823082
118,3;5,107;clear;20;10;22,57164
80,4;4,771;clear;20;20;14,76144
407,2;16,908;cloudy;45;10;73,809072
986,7;36,187;clear;20;20;181,15812
502,9;20,547;clear;45;30;84,275982
521,1;20,138;clear;20;30;91,92204
0;0;cloudy;45;20;0
249,2;10,791;cloudy;20;20;45,75312
999,2;36,818;clear;45;20;174,280464
320,8;9,95;cloudy;20;20;58,89888
0;0;clear;45;30;0
529,5;20,266;cloudy;45;30;88,73361
0;0;cloudy;20;30;0
6,2;0;cloudy;20;10;1,18296
347,3;14,634;cloudy;20;20;63,76428
495,7;18,183;clear;20;10;94,57956
704,5;26,21;clear;45;10;127,69767
464,7;19,107;clear;20;20;85,31892
203,3;6,1;clear;45;10;36,850158
783,5;29,515;clear;20;30;138,2094
199,8;4,895;cloudy;20;10;38,12184
0;0;cloudy;45;30;0
13,8;0,774;clear;20;30;2,43432
320,9;12,126;clear;20;20;58,91724
46,6;2,706;cloudy;45;30;7,809228
79,8;3,99;clear;45;20;13,918716
642,9;25,384;cloudy;45;30;107,737182
818,1;30,319;clear;45;30;137,097198
16,6;1,489;cloudy;45;20;2,895372
42,7;0;clear;45;30;7,155666
225,9;9,254;clear;45;10;40,946634
417,9;14,791;cloudy;20;20;76,72644
52,7;0;clear;45;30;8,831466
803,1;30,579;clear;45;20;140,076702
218,3;9,204;clear;20;30;38,50812
838,6;34,79;clear;20;10;160,00488
110,3;0,857;clear;45;30;18,484074
753,3;26,935;clear;20;20;138,30588
68,4;0,5;clear;20;10;13,05072
59,6;1,39;cloudy;20;20;10,94256
0;0;cloudy;20;20;0
0;0;clear;20;30;0
644,5;23,624;cloudy;20;10;122,9706
224,7;8,296;cloudy;45;20;39,192174
140;2,999;clear;45;10;25,3764
0;0;clear;20;10;0
820,5;30,257;clear;20;20;150,6438
350,3;13,934;clear;45;10;63,495378
200,2;6,07;clear;45;30;33,549516
65,7;0;clear;20;20;12,06252
742,6;30,849;cloudy;45;10;134,603676
311,1;13,939;clear;20;20;57,11796
572,6;22,806;cloudy;20;30;101,00664
476,3;18,215;clear;45;10;86,334138
263,2;7,508;cloudy;20;10;50,21856
875;33,708;clear;20;30;154,35
413;16,004;cloudy;45;30;69,21054
573,3;22,84;cloudy;45;20;99,994986
0;0;clear;20;30;0
479,9;17,715;clear;20;20;88,10964
537;20,145;cloudy;45;20;93,66354
559,4;20,521;cloudy;45;30;93,744252
570,5;22,636;clear;20;10;108,8514
199,4;10,159;clear;20;10;38,04552
148,4;5,016;cloudy;20;30;26,17776
251,9;8,907;cloudy;20;20;46,24884
621;27,155;cloudy;20;20;114,0156
154,7;6,619;cloudy;20;20;28,40292
683,3;26,72;clear;45;10;123,854958
74,3;4,273;clear;20;10;14,17644
0;0;clear;20;20;0
0;0;clear;45;10;0
407,5;14,053;clear;45;10;73,86345
12,1;0;clear;20;10;2,30868
0;0;cloudy;20;20;0
340,6;13,363;cloudy;45;30;57,077748
269,2;12,504;cloudy;45;10;48,795192
154,1;8,113;cloudy;45;20;26,878122
787;28,705;clear;45;30;131,88546
288,1;11,463;clear;20;10;54,96948
228;11,805;cloudy;45;20;39,76776
36,8;1,456;clear;20;20;6,75648
320,8;9,95;cloudy;20;20;58,89888
56,8;3,426;clear;20;20;10,42848
13,2;0;clear;45;30;2,212056
0;0;cloudy;45;30;0
343,4;13,658;cloudy;45;30;57,546972
207,1;7,207;cloudy;20;30;36,53244
524,9;21,414;cloudy;20;30;92,59236
431,8;15,182;cloudy;45;20;75,314556
225,8;9,291;clear;45;20;39,384036
856,6;33,12;clear;45;20;149,408172
29,6;0;clear;45;30;4,960368
308,1;12,249;clear;20;30;54,34884
582,1;23,049;clear;45;30;97,548318
462,2;17,698;clear;20;10;88,18776
220,9;6,288;clear;20;10;42,14772
751,6;27,676;cloudy;20;30;132,58224
825,6;30,044;clear;20;10;157,52448
72,1;5,2;clear;45;20;12,575682
143,7;4,505;clear;20;10;27,41796
80,3;0;clear;45;20;14,005926
569,9;20,839;clear;20;10;108,73692
855,2;34,053;clear;20;10;163,17216
0;0;cloudy;45;10;0
155,5;6,855;clear;45;20;27,12231
74,3;1,902;cloudy;45;10;13,467618
425,4;11,574;clear;20;30;75,04056
132;4,295;clear;20;30;23,2848
698,7;25,723;cloudy;45;30;117,088146
828,4;31,54;cloudy;45;20;144,489528
563,4;25,502;cloudy;45;30;94,414572
198,1;9,559;clear;20;20;36,37116
0;0;clear;20;20;0
771,9;31,586;clear;20;30;136,16316
72,1;5,2;clear;20;10;13,75668
335;11,242;clear;45;10;60,7221
841,2;34,429;clear;20;10;160,50096
970,3;36,555;clear;45;20;169,239726
129,9;7,515;clear;20;30;22,91436
338,9;14,16;clear;20;30;59,78196
399,9;16,914;clear;45;20;69,750558
9,8;0,921;cloudy;20;20;1,79928
117;6,067;cloudy;20;20;21,4812
457;16,361;clear;45;30;76,58406
228;11,805;cloudy;20;20;41,8608
769,7;30,032;cloudy;45;10;139,515822
0;0;cloudy;45;30;0
960;36,441;clear;45;20;167,4432
502,9;20,547;clear;20;30;88,71156
938,9;35,243;clear;45;10;170,185014
177,6;7,202;clear;20;10;33,88608
0;0;cloudy;20;30;0
274,7;9,645;cloudy;20;10;52,41276
385,3;12,135;clear;45;30;64,568574
91,1;3,704;clear;20;20;16,72596
828,4;31,54;cloudy;20;10;158,05872
0;0;cloudy;45;20;0
394,8;12,609;cloudy;20;10;75,32784
614,2;22,957;cloudy;45;10;111,329892
40,1;2,007;clear;45;10;7,268526
343,7;15,611;clear;45;20;59,948154
195,7;8,072;clear;45;30;32,795406
910,9;33,31;clear;45;10;165,109734
611,9;23,682;clear;45;20;106,727598
903,1;34,756;clear;20;10;172,31148
361,5;15,296;clear;20;30;63,7686
735,4;28,659;clear;20;10;140,31432
0;0;cloudy;20;20;0
16,2;0,926;clear;45;20;2,825604
303,2;12,177;clear;20;20;55,66752
94,8;3,8;cloudy;20;20;17,40528
274,7;9,645;cloudy;45;30;46,034226
818,9;31,519;clear;20;30;144,45396
375,5;13,389;cloudy;20;30;66,2382
749,8;28,851;cloudy;45;20;130,780116
481,7;19,536;clear;45;20;84,018114
268,2;11,788;clear;45;20;46,779444
0;0;cloudy;45;20;0
472,2;18,391;cloudy;45;20;82,361124
520,4;19,846;cloudy;45;20;90,768168
42,1;0;clear;45;30;7,055118
72,1;5,2;clear;20;20;13,23756
572,8;22,054;cloudy;20;10;109,29024
248,6;8,096;cloudy;20;10;47,43288
0;0;clear;20;20;0
481,7;19,536;clear;20;10;91,90836
197,8;10,57;cloudy;20;10;37,74024
527,9;18,843;cloudy;45;10;95,687154
565,2;20,549;clear;20;20;103,77072
903,4;31,889;clear;20;30;159,35976
38;0;clear;45;30;6,36804
715,5;26,492;clear;20;20;131,3658
481,8;14,26;cloudy;45;10;87,331068
721,5;25,388;clear;20;20;132,4674
402,2;14,414;clear;45;10;72,902772
764,4;29,84;clear;20;10;145,84752
702;29,845;cloudy;20;20;128,8872
660,6;24,596;clear;20;20;121,28616
41,4;0,985;clear;45;30;6,937812
65;5,983;cloudy;20;30;11,466
7,6;0;cloudy;45;10;1,377576
190,6;4,389;clear;45;10;34,548156
454,5;18,586;clear;45;30;76,16511
820,5;30,257;clear;20;20;150,6438
567,9;22,331;clear;45;10;102,937554
191,5;8,826;clear;20;10;36,5382
189,6;7,631;clear;45;30;31,773168
0;0;clear;20;20;0
82,8;2,684;clear;20;10;15,79824
355,6;13,446;clear;20;20;65,28816
85,8;2,974;cloudy;20;20;15,75288
222,7;10,035;cloudy;20;10;42,49116
313,9;10,597;clear;45;20;54,750438
196,8;8,155;clear;45;30;32,979744
616,7;25,663;cloudy;20;20;113,22612
892,2;33,97;clear;45;10;161,720172
694,7;27,964;cloudy;20;10;132,54876
472,2;18,391;cloudy;20;10;90,09576
481,8;14,26;cloudy;20;10;91,92744
0;0;clear;45;30;0
846;34,569;clear;20;10;161,4168
489;18,071;clear;20;30;86,2596
108,5;4,047;cloudy;45;30;18,18243
645,4;21,458;clear;45;20;112,570668
912,4;32,367;clear;20;20;167,51664
731,8;28,477;clear;45;20;127,640556
0;0;cloudy;45;20;0
91,1;3,704;clear;45;30;15,266538
316,7;13,438;clear;20;30;55,86588
159;4,65;cloudy;45;30;26,64522
0;0;clear;45;30;0
0;0;clear;20;10;0
595,6;24,548;clear;20;20;109,35216
126,4;4,98;clear;45;20;22,046688
62,9;1,445;clear;45;30;10,540782
318,5;11,434;clear;20;20;58,4766
181,5;5,828;cloudy;45;30;30,41577
12,1;0;clear;20;10;2,30868
123,9;4,207;clear;45;20;21,610638
0;0;cloudy;20;30;0
14;1,758;clear;20;20;2,5704
928,8;31,587;clear;45;30;155,648304
0;0;cloudy;45;20;0
863,5;31,112;clear;45;10;156,51801
145,2;6,209;cloudy;20;20;26,65872
704,5;26,21;clear;20;30;124,2738
626,2;23,527;cloudy;45;10;113,505012
764,4;29,897;clear;45;20;133,326648
173;7,43;clear;45;30;28,99134
527,9;18,843;cloudy;45;30;88,465482
122;0,55;clear;20;10;23,2776
122;0,55;clear;45;30;20,44476
417,9;15,392;cloudy;45;10;75,748554
401,6;14,212;clear;45;30;67,300128
0;0;cloudy;45;30;0
425,4;11,574;clear;45;10;77,108004
790,1;30,573;clear;20;20;145,06236
89;0;clear;45;30;14,91462
403,9;17,288;clear;20;20;74,15604
0;0;clear;45;30;0
63,4;5,515;cloudy;45;30;10,624572
765,1;25,994;clear;20;10;145,98108
123,1;7,225;cloudy;20;10;23,48748
85;2,589;clear;20;20;15,606
0;0;clear;45;30;0
0;0;clear;45;20;0
311,6;12,082;cloudy;20;30;54,96624
0;0;clear;20;30;0
571,9;23,388;clear;20;20;105,00084
0;0;cloudy;20;20;0
630,5;22,477;cloudy;20;30;111,2202
0;0;cloudy;20;30;0
56,2;0,158;clear;45;20;9,802404
30,9;0,747;clear;45;10;5,600934
98,6;4,881;clear;45;20;17,197812
311,5;12,749;cloudy;20;10;59,4342
0;0;cloudy;20;10;0
892,1;35,044;clear;20;10;170,21268
74;4,164;clear;45;20;12,90708
849,5;32,691;clear;20;30;149,8518
0;0;clear;45;10;0
419,3;17,736;clear;45;30;70,266294
386,2;14,794;cloudy;20;10;73,68696
825,9;28,949;clear;20;30;145,68876
247,3;7,255;clear;45;30;41,442534
191,5;8,826;clear;45;30;32,09157
0;0;cloudy;20;20;0
604,9;20,427;clear;20;20;111,05964
126,9;3,781;clear;20;30;22,38516
657;23,954;cloudy;45;30;110,10006
325,3;13,888;cloudy;45;20;56,738826
0;0;clear;20;10;0
446,7;17,284;clear;45;30;74,857986
620,6;22,446;cloudy;20;30;109,47384
371,4;14,968;cloudy;45;30;62,239212
138;3,245;cloudy;45;20;24,06996
344,2;14,581;clear;45;10;62,389692
929,4;36,055;clear;20;20;170,63784
366,1;14,507;clear;45;10;66,359286
74,3;0,598;clear;45;20;12,959406
409;16,305;clear;45;10;74,13534
521,9;21,202;cloudy;20;30;92,06316
280,6;9,942;clear;20;10;53,53848
691,9;27,749;clear;45;30;115,948602
16,5;0;cloudy;45;20;2,87793
81,3;4,348;cloudy;20;10;15,51204
0;0;clear;20;10;0
679,2;24,88;clear;45;20;118,466064
535,2;21,013;cloudy;20;20;98,26272
74,3;0,598;clear;45;20;12,959406
88,9;3,066;clear;45;10;16,114014
729,7;28,476;clear;45;20;127,274274
72,5;1,081;cloudy;20;10;13,833
799;33,318;clear;20;30;140,9436
0;0;cloudy;20;20;0
67,8;5,171;cloudy;45;10;12,289428
870,7;33,37;clear;45;30;145,911906
0;0;clear;45;30;0
0;0;clear;20;30;0
23;2,049;clear;20;10;4,3884
95;2,768;clear;45;20;16,5699
842,6;30,725;clear;45;10;152,729676
43;0,904;clear;45;20;7,50006
137,2;4,82;clear;45;30;22,991976
105,7;4,037;clear;20;30;18,64548
0;0;clear;20;20;0
749,8;28,851;cloudy;45;20;130,780116
0;0;clear;45;30;0
0;0;clear;20;10;0
75,8;3,043;clear;45;10;13,739508
297,3;9,905;cloudy;20;30;52,44372
343,7;12,779;clear;20;20;63,10332
818,1;30,319;clear;20;20;150,20316
0;0;clear;20;30;0
409;16,305;clear;45;10;74,13534
570,9;21,857;cloudy;45;30;95,671422
367,2;14,13;clear;45;20;64,047024
0;0;cloudy;20;10;0
0;0;cloudy;45;10;0
262,5;11,535;clear;45;30;43,98975
0;0;cloudy;20;20;0
269,2;12,504;cloudy;20;20;49,42512
525,9;18,882;clear;20;20;96,55524
572,6;22,806;cloudy;20;10;109,25208
464,2;18,803;cloudy;20;20;85,22712
104,8;2,872;clear;45;10;18,996048
120,8;5,43;clear;20;30;21,30912
273,3;8,752;clear;45;10;49,538358
684,6;24,012;cloudy;20;30;120,76344
674,8;24,582;clear;20;20;123,89328
72,2;2,513;cloudy;20;10;13,77576
887,1;36,149;clear;45;10;160,795746
325,5;12,942;clear;45;30;54,54729
174,6;8,615;clear;20;20;32,05656
328,5;11,266;cloudy;45;30;55,05003
694,3;26,831;clear;20;30;122,47452
29,6;0;clear;20;20;5,43456
746,4;29,3;clear;20;30;131,66496
138;4,465;clear;20;20;25,3368
0;0;clear;20;10;0
173,4;6,214;clear;20;20;31,83624
391,4;14,027;cloudy;20;20;71,86104
149,2;5,928;clear;45;10;27,043992
801,9;32,396;clear;20;20;147,22884
152;4,229;cloudy;45;10;27,55152
527,5;18,955;cloudy;20;20;96,849
342,5;12,694;cloudy;45;20;59,73885
129,3;4,962;clear;20;30;22,80852
85,8;2,974;cloudy;20;30;15,13512
0;0;clear;20;10;0
207,1;7,207;cloudy;45;30;34,705818
793,4;30,354;clear;45;30;132,957972
178,2;6,515;cloudy;20;30;31,43448
7;0;cloudy;45;20;1,22094
57,5;0,534;clear;45;10;10,42245
818,1;30,319;clear;20;10;156,09348
592,7;23,281;clear;45;20;103,378734
47,3;1,597;clear;20;30;8,34372
745,5;29,355;clear;20;10;142,2414
83,2;4,102;cloudy;45;30;13,942656
134,6;1,844;cloudy;20;20;24,71256
787;28,705;clear;20;20;144,4932
0;0;cloudy;20;30;0
0;0;cloudy;45;30;0
104,7;2,613;clear;45;10;18,977922
29,8;2,315;cloudy;20;30;5,25672
16,9;0;clear;20;30;2,98116
226,1;8,219;cloudy;45;10;40,982886
282,7;8,745;clear;20;30;49,86828
361,5;15,296;clear;45;30;60,58017
371,4;14,968;cloudy;45;20;64,779588
0;0;clear;20;30;0
191,5;8,826;clear;45;20;33,40143
232,7;11,02;clear;45;30;38,995866
314,1;11,92;cloudy;20;20;57,66876
0;0;cloudy;45;20;0
417,9;15,392;cloudy;20;30;73,71756
59,7;2,665;clear;20;30;10,53108
691,4;30,94;clear;45;10;125,323164
645,4;21,458;clear;20;10;123,14232
206,8;7,345;cloudy;20;20;37,96848
340,5;13,089;clear;20;10;64,9674
833,6;31,545;clear;45;30;139,694688
608,6;25,859;cloudy;45;30;101,989188
0;0;clear;20;30;0
80,3;1,66;clear;45;10;14,555178
155,6;4,421;clear;45;10;28,204056
0;0;cloudy;45;20;0
0;0;cloudy;45;10;0
629,8;24,31;clear;20;10;120,16584
457,6;18,131;clear;20;10;87,31008
674,4;25,533;cloudy;45;30;113,015952
108,4;7,145;clear;20;10;20,68272
412,4;16,19;clear;45;10;74,751624
531,7;21,088;clear;45;20;92,739114
595,6;24,548;clear;20;20;109,35216
905,5;34,892;clear;45;30;151,74369
417,9;14,791;cloudy;45;30;70,031682
43;3,696;cloudy;45;10;7,79418
407,1;15,08;clear;20;20;74,74356
30,8;2,21;clear;45;30;5,161464
0;0;clear;20;20;0
238,9;10,795;clear;45;30;40,034862
91,9;2,896;cloudy;45;20;16,029198
114,7;2,614;clear;45;10;20,790522
0;0;clear;45;30;0
492,1;19,989;cloudy;45;20;85,832082
504,9;21,425;cloudy;20;30;89,06436
16,5;0;cloudy;45;30;2,76507
31,9;1,777;clear;20;20;5,85684
990,1;38,423;clear;20;10;188,91108
725,5;29,594;clear;45;30;121,57929
513,3;19,97;cloudy;45;10;93,040758
710,6;24,804;clear;45;20;123,942852
176,1;8,887;cloudy;20;30;31,06404
112,8;6,038;clear;20;20;20,71008
131;4,866;cloudy;45;10;23,74506
94,6;4,574;clear;45;30;15,853068
313,4;11,225;clear;20;30;55,28376
600;24,621;cloudy;45;30;100,548
929,3;37,263;clear;20;20;170,61948
477,4;19,556;clear;20;10;91,08792
338,9;14,16;clear;45;30;56,792862
517,8;19,582;clear;45;30;86,772924
701,1;26,12;cloudy;45;10;127,081386
176,1;8,887;cloudy;45;10;31,919886
133,1;4,853;clear;45;10;24,125706
368,1;13,917;clear;20;10;70,23348
606,1;23,189;cloudy;20;20;111,27996
64,8;4,322;cloudy;20;10;12,36384
781,3;30,539;cloudy;45;30;130,930254
534;22,063;cloudy;45;30;89,48772
778,5;29,758;clear;20;30;137,3274
0;0;clear;20;30;0
119,2;4,329;clear;45;20;20,790864
870,6;33,729;clear;45;30;145,895148
492,7;17,805;cloudy;45;20;85,936734
882,8;34,458;clear;20;10;168,43824
85,3;2,432;cloudy;45;10;15,461478
251,9;8,907;cloudy;45;30;42,213402
0;0;cloudy;45;10;0
402,2;14,414;clear;20;10;76,73976
243,8;8,91;cloudy;20;20;44,76168
278,8;9,665;clear;45;10;50,535288
0;0;clear;20;20;0
402,8;14,821;cloudy;45;10;73,011528
592,7;23,281;clear;45;10;107,432802
876,8;34,903;clear;45;10;158,928768
21,6;2,268;cloudy;20;10;4,12128
0;0;cloudy;45;20;0
202,1;7,427;clear;45;10;36,632646
271,6;11,916;cloudy;20;10;51,82128
0;0;cloudy;20;20;0
678,6;30,156;cloudy;45;10;123,003036
343,4;13,658;cloudy;45;30;57,546972
360,7;14,873;cloudy;45;30;60,446106
67,8;3,274;cloudy;20;20;12,44808
778,8;30,06;clear;20;30;137,38032
0;0;cloudy;20;10;0
16,5;0;cloudy;20;30;2,9106
479,9;17,715;clear;20;10;91,56492
989,8;39,008;clear;45;20;172,640916
0;0;clear;45;20;0
664,3;26,286;cloudy;45;20;115,867206
419,6;17,979;clear;45;30;70,316568
464,2;18,803;cloudy;20;10;88,56936
24,2;0,29;clear;20;10;4,61736
45,8;4,041;cloudy;20;20;8,40888
366,6;16,062;clear;20;30;64,66824
0;0;cloudy;45;30;0
213,2;10,071;cloudy;45;20;37,186344
157,1;5,602;cloudy;45;30;26,326818
47,3;1,597;clear;20;20;8,68428
258,2;10,567;cloudy;45;30;43,269156
0;0;clear;20;10;0
852;34,944;clear;20;10;162,5616
660,4;24,033;clear;20;30;116,49456
0;0;cloudy;20;30;0
205,7;7,138;clear;20;30;36,28548
273,3;8,752;clear;45;30;45,799614
371,4;14,968;cloudy;45;20;64,779588
577;21,825;cloudy;45;30;96,69366
694,7;27,964;cloudy;20;10;132,54876
315,7;13,443;cloudy;20;20;57,96252
517,8;20,643;clear;45;20;90,314676
41,9;0,513;cloudy;20;30;7,39116
664,3;24,604;clear;20;10;126,74844
614;22,111;clear;20;30;108,3096
377,2;13,323;cloudy;20;10;71,96976
708,6;26,366;cloudy;20;30;124,99704
971,9;36,174;clear;20;20;178,44084
880,7;31,888;clear;45;30;147,587706
315,2;12,308;cloudy;45;20;54,977184
41;2,331;cloudy;45;10;7,43166
534;22,063;cloudy;45;30;89,48772
620,6;22,446;cloudy;20;20;113,94216
741,9;29,557;clear;20;30;130,87116
186,7;7,694;clear;45;30;31,287186
971,9;36,174;clear;45;30;162,871002
716,8;27,399;cloudy;45;30;120,121344
674,8;24,582;clear;20;30;119,03472
314,6;10,409;cloudy;20;20;57,76056
423,8;14,893;cloudy;20;20;77,80968
58,6;0,746;clear;45;10;10,621836
797,2;28,51;clear;45;10;144,500472
303,6;12,395;clear;20;20;55,74096
269,2;12,504;cloudy;45;30;45,112536
0;0;cloudy;45;30;0
94,8;3,8;cloudy;20;20;17,40528
0;0;cloudy;20;20;0
160,7;7,173;clear;45;30;26,930106
832,1;32,567;clear;45;20;145,134882
703;26,525;cloudy;45;20;122,61726
0;0;clear;20;30;0
91,5;3,443;cloudy;45;20;15,95943
446,7;17,284;clear;20;30;78,79788
361,5;14,323;cloudy;45;30;60,58017
0;0;clear;20;10;0
41,9;0,513;cloudy;20;20;7,69284
0;0;clear;45;10;0
214,6;7,672;clear;45;30;35,962668
156,8;5,46;cloudy;45;10;28,421568
5,4;0;clear;20;20;0,99144
0;0;clear;45;10;0
416,7;15,215;cloudy;45;30;69,830586
894,2;34,862;clear;20;20;164,17512
31,7;1,431;clear;20;10;6,04836
33,1;1,89;cloudy;20;10;6,31548
150,2;6,225;clear;45;20;26,197884
0;0;cloudy;20;20;0
27;0;cloudy;45;30;4,52466
55,9;3,74;clear;45;30;9,367722
887,6;34,064;clear;20;30;156,57264
811,7;31,536;clear;45;30;136,024686
92,4;5,541;clear;20;20;16,96464
115;1,739;cloudy;20;10;21,942
80;2,395;clear;45;30;13,4064
118,1;2,946;clear;45;10;21,406806
424,1;17,985;clear;20;10;80,91828
777,5;29,409;clear;20;20;142,749
691,9;27,749;clear;45;10;125,413794
201,1;9,309;clear;45;30;33,700338
862,7;34,399;clear;45;30;144,571266
251,4;8,04;clear;45;20;43,849188
413,4;17,548;cloudy;20;30;72,92376
417;18,27;clear;45;30;69,88086
626,7;21,659;cloudy;45;30;105,022386
0;0;cloudy;45;10;0
769,9;32,348;clear;20;10;146,89692
0;0;clear;20;20;0
157,1;5,602;cloudy;45;30;26,326818
764,4;29,84;clear;45;10;138,555144
306,2;11,578;clear;20;10;58,42296
0;0;cloudy;20;10;0
840,3;36,911;clear;45;20;146,565126
173,6;3,557;clear;20;20;31,87296
660,6;24,596;clear;20;10;126,04248
59,7;2,665;clear;45;20;10,412874
41,4;0,985;clear;45;30;6,937812
743,9;28,931;clear;20;20;136,58004
567,3;22,614;clear;45;20;98,948466
899,4;34,941;clear;45;30;150,721452
642;24,126;clear;20;30;113,2488
0;0;clear;20;30;0
76;2,725;clear;45;10;13,77576
210,4;8,116;clear;20;20;38,62944
105;1,489;cloudy;45;10;19,0323
789,8;29,194;clear;20;10;150,69384
371,1;16,67;clear;20;10;70,80588
65,5;3,165;cloudy;45;30;10,97649
179,9;6,944;clear;45;20;31,378158
45,8;4,041;cloudy;45;20;7,988436
190,2;6,331;cloudy;20;20;34,92072
500,1;21,805;clear;20;10;95,41908
23;2,049;clear;45;10;4,16898
665,6;26,291;cloudy;45;20;116,093952
401,7;12,977;cloudy;20;30;70,85988
918,9;37,092;clear;45;20;160,274538
882,8;33,873;cloudy;45;10;160,016328
0;0;clear;20;30;0
521,8;20,389;clear;20;10;99,55944
670,4;24,801;clear;20;30;118,25856
189,7;6,785;clear;20;30;33,46308
572,8;22,054;cloudy;45;20;99,907776
320,3;12,943;clear;20;10;61,11324
104,9;1,71;cloudy;20;20;19,25964
0;0;cloudy;20;30;0
0;0;clear;20;10;0
227,7;9,493;clear;45;30;38,157966
731,8;28,477;clear;20;20;134,35848
1,6;0;clear;45;10;0,290016
914,6;35,24;clear;45;10;165,780396
970,3;36,555;clear;45;30;162,602874
0;0;clear;20;30;0
563,6;23,521;cloudy;45;10;102,158136
33,1;1,89;cloudy;20;20;6,07716
0;0;cloudy;20;10;0
809,5;30,874;clear;20;10;154,4526
401,6;14,212;clear;20;30;70,84224
0;0;clear;45;20;0
0;0;cloudy;45;20;0
307;14,18;cloudy;20;20;56,3652
325,3;13,888;cloudy;45;20;56,738826
577;21,825;cloudy;45;10;104,58702
880,5;34,227;clear;20;10;167,9994
299,8;10,421;clear;45;20;52,291116
108,5;4,007;clear;20;30;19,1394
341,1;10,603;clear;45;30;57,161538
0;0;cloudy;20;20;0
270,5;11,396;cloudy;45;10;49,03083
500,6;19,179;clear;45;10;90,738756
618,6;23,584;clear;45;30;103,664988
644,5;23,624;cloudy;20;30;113,6898
854,9;31,083;clear;20;10;163,11492
7;0;cloudy;45;10;1,26882
25,9;1,487;clear;20;20;4,75524
266,9;9,237;clear;20;20;49,00284
536,7;19,629;cloudy;20;10;102,40236
516,5;17,183;clear;20;20;94,8294
165,5;8,026;cloudy;45;10;29,99853
470,7;16,784;clear;20;30;83,03148
